method,step,epoch,layer,log_pearson,log_spearman,log_ratio_spread,A_raw,A_residual,R
dp_sgd,400,2,fc1,0.7170719977695618,0.7647730707161411,6.0869094303699525,8.664444728360124,8.664444728360124,1.0
dp_sgd,400,2,fc2,0.7853518294393269,0.7976749304398778,3.95084203428023,9.73059483414711,9.73059483414711,1.0
dp_sgd,500,3,conv1,0.15709902222613972,0.07933317707722959,1.2359605887794518,1.0206138801006297,1.0206138801006297,1.0
dp_sgd,500,3,conv2,0.7448868589164377,0.8374958349962359,1.696866172452659,2.7239403343066813,2.7239403343066813,1.0
dp_sgd,500,3,fc1,0.712006408684876,0.7639100231209773,6.346192580156925,8.665173838340934,8.665173838340934,1.0
dp_sgd,500,3,fc2,0.7919619156352405,0.7960079285247555,3.9868257034399868,9.730375932548691,9.730375932548691,1.0
dp_sgd,600,3,conv1,0.16281190779307128,0.10915270127739363,1.2596567963087972,1.0143398385713311,1.0143398385713311,1.0
dp_sgd,600,3,conv2,0.7460335288134197,0.8383006170495744,1.706011360747078,2.721848351253965,2.721848351253965,1.0
dp_sgd,600,3,fc1,0.7269586345696891,0.7654043998518565,5.743355500211845,8.667122750627282,8.667122750627282,1.0
dp_sgd,600,3,fc2,0.8111850156435928,0.7978528901153313,3.749778306900218,9.733311251916893,9.733311251916893,1.0
dp_sgd,700,3,conv1,0.1595911436077408,0.11466951834056019,1.2494662401422405,1.005540164442336,1.005540164442336,1.0
dp_sgd,700,3,conv2,0.7489121555189394,0.8380671073958771,1.6975231422557833,2.7139200893781776,2.7139200893781776,1.0
dp_sgd,700,3,fc1,0.7176382561443754,0.7678568516562128,6.112575946258602,8.671857315574439,8.671857315574439,1.0
dp_sgd,700,3,fc2,0.797681504194119,0.7989067967722085,3.7854044759182224,9.735164594800933,9.735164594800933,1.0
dp_sgd,800,4,conv1,0.13967222958745626,0.06667936247509668,1.2586414788002755,1.0090278401667079,1.0090278401667079,1.0
dp_sgd,800,4,conv2,0.7494456378060238,0.8391886171842732,1.6772024260826432,2.7193600085332754,2.7193600085332754,1.0
dp_sgd,800,4,fc1,0.7273283951942744,0.7657662955253981,5.828299355241947,8.674614975116741,8.674614975116741,1.0
dp_sgd,800,4,fc2,0.8040200401237313,0.7970160223719617,3.7976723032632993,9.742552812962753,9.742552812962753,1.0
dp_sgd,900,4,conv1,0.13777802146751145,0.04741298488222196,1.249563943832849,1.0219119519577995,1.0219119519577995,1.0
dp_sgd,900,4,conv2,0.7486774047796388,0.8384603314398879,1.6907426261681595,2.7252155763770434,2.7252155763770434,1.0
dp_sgd,900,4,fc1,0.7298632918832878,0.7674257215911725,5.541417595682434,8.679105329346868,8.679105329346868,1.0
dp_sgd,900,4,fc2,0.7911351814568635,0.8001110048865101,3.9098396890036264,9.744456740831831,9.744456740831831,1.0
dp_sgd,1000,5,conv1,0.14875786000351787,0.08661080510957458,1.2496801441950236,1.0437623444856747,1.0437623444856747,1.0
dp_sgd,1000,5,conv2,0.7483706025331816,0.8376185179040346,1.7099022387123974,2.7137293370799127,2.7137293370799127,1.0
dp_sgd,1000,5,fc1,0.7371206769431322,0.7673436156504863,5.331328565885422,8.684222404995497,8.684222404995497,1.0
dp_sgd,1000,5,fc2,0.8107373090960581,0.7973564476747731,3.8276258353760806,9.750147545866234,9.750147545866234,1.0
dp_sgd,1100,5,conv1,0.14859931878157503,0.07459275752959099,1.2831076752877117,1.0548649870834792,1.0548649870834792,1.0
dp_sgd,1100,5,conv2,0.7482560260798408,0.8391956134770308,1.706100245869193,2.6983048905849656,2.6983048905849656,1.0
dp_sgd,1100,5,fc1,0.7243434150741359,0.7665925406535448,5.85338258183655,8.690127225167517,8.690127225167517,1.0
dp_sgd,1100,5,fc2,0.7837040510414139,0.7997451237980447,4.039589583046707,9.757848341944356,9.757848341944356,1.0
syn_diag,0,1,conv1,0.16031116976225188,0.10653052853627096,1.2994822787261526,1.0280663216037844,1.2994821915433201,1.264006187379163
syn_diag,0,1,conv2,0.7752312324421584,0.836033059109445,1.7337019591265879,2.7188579681276126,1.7410054798612657,0.6403444020506296
syn_diag,0,1,fc1,0.717078498470318,0.7633442378490183,6.48437272295118,8.670236175638045,14.397045897278883,1.6605136937021672
syn_diag,0,1,fc2,0.7944606759206226,0.7937935791233202,4.169168525002583,9.740898564976705,14.191193157815214,1.4568669474538514
syn_diag,100,1,conv1,0.16192416030850246,0.09433962264150944,1.3115795561771615,1.0313996138955321,1.311579390769639,1.2716500695747648
syn_diag,100,1,conv2,0.741377944192067,0.837448158667057,1.7478823248415387,2.7168753086802098,1.7488800135953106,0.6437100767958589
syn_diag,100,1,fc1,0.7279883171555969,0.7679044514016792,6.308078830236673,8.669902417810935,14.19459414125251,1.637226517347182
syn_diag,100,1,fc2,0.8089582959661705,0.7941116697756261,4.179119016131983,9.740498764467596,14.143751928977085,1.4520562315116896
syn_diag,200,1,conv1,0.1653221958960134,0.11786300246103364,1.3204787143072687,1.0279463914782117,1.3204784779651124,1.2845791268027436
syn_diag,200,1,conv2,0.7417269588719921,0.8379536324683455,1.7270490841074475,2.716992129930686,1.7326602292083173,0.6377126419032063
syn_diag,200,1,fc1,0.7374759953396993,0.7672022257272503,5.828509645807317,8.67021960901773,14.36264618811627,1.6565492958422825
syn_diag,200,1,fc2,0.8199789922455143,0.7929990515828156,4.018603269087132,9.742993669058563,14.277646541346057,1.4654270572594617
syn_diag,300,2,conv1,0.16602930948853606,0.11748505801007852,1.2998264116400478,1.027134908526306,1.2998257305998462,1.2654868604016065
syn_diag,300,2,conv2,0.7408305903090359,0.8361384684496985,1.7345474233020919,2.7145512973111,1.7390544193333566,0.6406415752968005
syn_diag,300,2,fc1,0.7262001965032217,0.7670235146142463,6.27069976109221,8.670300007400876,14.538259939931327,1.6767885687371398
syn_diag,300,2,fc2,0.8044709816164113,0.7935790096026942,4.065669708979531,9.743243597523865,14.185847217721342,1.4559676226638236
syn_diag,400,2,conv1,0.16303164441297638,0.10216512363764207,1.3015962872709326,1.0259987172244251,1.3015961975990653,1.2686138644697316
syn_diag,400,2,conv2,0.7381589803157207,0.8375290008767983,1.7418566367598192,2.7089648944218174,1.7456315366763695,0.6443906084832985
syn_diag,400,2,fc1,0.7309444767917851,0.76216054211171,6.203384326162183,8.670656497704169,14.417098538108567,1.6627458995666535
syn_diag,400,2,fc2,0.8084278871665165,0.7934506787452991,3.989641916978729,9.74328331241995,14.100061874284439,1.447157125802841
syn_diag,500,3,conv1,0.16425394743953747,0.09952244228290168,1.2843534783336037,1.0205022365247771,1.2843533332482284,1.2585502385785758
syn_diag,500,3,conv2,0.7603310016274494,0.8369940628094715,1.7230125123098405,2.702712104706387,1.7257574939004006,0.638528051469204
syn_diag,500,3,fc1,0.7110333040685349,0.7599208447709653,6.415125489830124,8.670610759941534,14.311240110946859,1.6505457928137186
syn_diag,500,3,fc2,0.7785341488013816,0.7897869481879775,4.240184145843266,9.742759511930416,14.315784976218465,1.4693768186198364
syn_diag,600,3,conv1,0.1681170227257892,0.11886499472635649,1.3051027209726107,1.0182679409958886,1.3051025296014593,1.2816887157667365
syn_diag,600,3,conv2,0.7324867293834907,0.8365552910662833,1.737681339093751,2.6951325355221307,1.749284565392164,0.6490532626267573
syn_diag,600,3,fc1,0.7483271794508219,0.7651171645392704,5.771058476989666,8.67150413826089,14.107833224110456,1.6269188135266055
syn_diag,600,3,fc2,0.8368318916476558,0.7912446607773712,4.063941236765415,9.742226934293397,14.15578411406857,1.453033706722547
syn_diag,700,3,conv1,0.17316604511192757,0.12665826790108992,1.2723951738887367,1.0160397275672182,1.2723945115549267,1.252307835050425
syn_diag,700,3,conv2,0.7683380438163581,0.8335317402939544,1.7496032256298006,2.6844642000181276,1.7532315911751002,0.6531029883591896
syn_diag,700,3,fc1,0.7181625545057845,0.7642273404309041,6.343992742236386,8.671865109729996,14.322393755422794,1.6515932356181138
syn_diag,700,3,fc2,0.8072887158637738,0.793933262040566,3.9996469831697974,9.74320879461444,14.098008073429549,1.446957400853631
syn_diag,800,4,conv1,0.16061000708926376,0.09519805461150826,1.3138378706898348,1.0165979502406066,1.3138371679973384,1.2923862060575488
syn_diag,800,4,conv2,0.7255826741766551,0.8342781927698322,1.7457285243045362,2.6755855631812278,1.7505149145604595,0.6542548811181077
syn_diag,800,4,fc1,0.7375377299002644,0.7635331699363862,6.1456127531664535,8.672435200057386,14.054886565249644,1.6206389832877208
syn_diag,800,4,fc2,0.8409243256322453,0.7902048299392935,3.862269862885025,9.744577355272911,14.0684011728258,1.443715890378069
syn_diag,900,4,conv1,0.14720544414925577,0.06966483065744755,1.320483754015615,1.0137068262315503,1.3204830535346561,1.302628155759338
syn_diag,900,4,conv2,0.7151762154005977,0.830434578008051,1.7631414278001345,2.6417543503357925,1.768818025602717,0.6695618861677594
syn_diag,900,4,fc1,0.743916963514537,0.7637864184977706,5.642122192296854,8.672534372217788,14.253944130433762,1.6435730916323443
syn_diag,900,4,fc2,0.8213863372869721,0.7909217751085411,4.097582072785976,9.744755703604842,14.175058250447348,1.4546345420648792
syn_diag,1000,5,conv1,0.16563249934964125,0.11392241884448612,1.300833462882808,1.0154527668203284,1.3008333092507312,1.2810377318917654
syn_diag,1000,5,conv2,0.7582659082436689,0.8262340539572395,1.7987965120451552,2.605062601974774,1.8073486097569935,0.6937831775662238
syn_diag,1000,5,fc1,0.7390161467264703,0.7629001758545843,5.9132298649807025,8.673202094275126,14.16263103987334,1.632918371546028
syn_diag,1000,5,fc2,0.835189417853323,0.7872327043375885,4.057299793380663,9.745018939729732,14.240765634051021,1.461337912437754
syn_diag,1100,5,conv1,0.15416952247708823,0.08899859369506621,1.3262622014266867,1.0123068945591789,1.3262620269112786,1.3101382930803955
syn_diag,1100,5,conv2,0.7426771235330965,0.826443532473586,1.7835173752905087,2.6116883434909814,1.7887078449847715,0.6848856409083821
syn_diag,1100,5,fc1,0.7233548754590917,0.7588263784029107,6.389738685284662,8.672908828427541,14.410953392354259,1.6616055440498692
syn_diag,1100,5,fc2,0.8090636230720907,0.7889368127045335,4.1536745469465375,9.74529366393391,14.236477900942509,1.4608567367887433
